cycle,event_type,agent_id,context
51161,MOVE,X,"{""position"": ""1,1""}"
51162,MOVE,O,"{""position"": ""1,2""}"
51163,GAME_END,system,"{""result"": ""O""}"
51164,GAME_START,system,{}
51165,MOVE,X,"{""position"": ""2,0""}"
51166,MOVE,O,"{""position"": ""0,1""}"
51167,MOVE,X,"{""position"": ""1,1""}"
51168,MOVE,O,"{""position"": ""0,2""}"
51169,MOVE,X,"{""position"": ""0,0""}"
51170,MOVE,O,"{""position"": ""1,0""}"
51171,MOVE,X,"{""position"": ""2,2""}"
51172,GAME_END,system,"{""result"": ""X""}"
51173,GAME_START,system,{}
51174,MOVE,X,"{""position"": ""2,0""}"
51175,MOVE,O,"{""position"": ""0,1""}"
51176,MOVE,X,"{""position"": ""0,0""}"
51177,MOVE,O,"{""position"": ""2,2""}"
51178,MOVE,X,"{""position"": ""1,1""}"
51179,MOVE,O,"{""position"": ""0,2""}"
51180,MOVE,X,"{""position"": ""1,2""}"
51181,MOVE,O,"{""position"": ""1,0""}"
51182,MOVE,X,"{""position"": ""2,1""}"
51183,GAME_END,system,"{""result"": ""draw""}"
51184,GAME_START,system,{}
51185,MOVE,X,"{""position"": ""1,0""}"
51186,MOVE,O,"{""position"": ""0,0""}"
51187,MOVE,X,"{""position"": ""2,0""}"
51188,MOVE,O,"{""position"": ""0,1""}"
51189,MOVE,X,"{""position"": ""1,2""}"
51190,MOVE,O,"{""position"": ""1,1""}"
51191,MOVE,X,"{""position"": ""2,1""}"
51192,MOVE,O,"{""position"": ""0,2""}"
51193,GAME_END,system,"{""result"": ""O""}"
51194,GAME_START,system,{}
51195,MOVE,X,"{""position"": ""2,2""}"
51196,MOVE,O,"{""position"": ""0,1""}"
51197,MOVE,X,"{""position"": ""2,0""}"
51198,MOVE,O,"{""position"": ""2,1""}"
51199,MOVE,X,"{""position"": ""1,2""}"
51200,MOVE,O,"{""position"": ""0,0""}"
51201,MOVE,X,"{""position"": ""1,1""}"
51202,MOVE,O,"{""position"": ""1,0""}"
51203,MOVE,X,"{""position"": ""0,2""}"
51204,GAME_END,system,"{""result"": ""X""}"
51205,GAME_START,system,{}
51206,MOVE,X,"{""position"": ""2,2""}"
51207,MOVE,O,"{""position"": ""0,2""}"
51208,MOVE,X,"{""position"": ""2,0""}"
51209,MOVE,O,"{""position"": ""1,1""}"
51210,MOVE,X,"{""position"": ""1,2""}"
51211,MOVE,O,"{""position"": ""2,1""}"
51212,MOVE,X,"{""position"": ""0,0""}"
51213,MOVE,O,"{""position"": ""1,0""}"
51214,MOVE,X,"{""position"": ""0,1""}"
51215,GAME_END,system,"{""result"": ""draw""}"
51216,GAME_START,system,{}
51217,MOVE,X,"{""position"": ""1,2""}"
51218,MOVE,O,"{""position"": ""0,0""}"
51219,MOVE,X,"{""position"": ""0,2""}"
51220,MOVE,O,"{""position"": ""1,0""}"
51221,MOVE,X,"{""position"": ""1,1""}"
51222,MOVE,O,"{""position"": ""0,1""}"
51223,MOVE,X,"{""position"": ""2,2""}"
51224,GAME_END,system,"{""result"": ""X""}"
51225,GAME_START,system,{}
51226,MOVE,X,"{""position"": ""0,0""}"
51227,MOVE,O,"{""position"": ""0,1""}"
51228,MOVE,X,"{""position"": ""2,2""}"
51229,MOVE,O,"{""position"": ""1,1""}"
51230,MOVE,X,"{""position"": ""2,0""}"
51231,MOVE,O,"{""position"": ""1,0""}"
51232,MOVE,X,"{""position"": ""1,2""}"
51233,MOVE,O,"{""position"": ""2,1""}"
51234,GAME_END,system,"{""result"": ""O""}"
51235,GAME_START,system,{}
51236,MOVE,X,"{""position"": ""0,2""}"
51237,MOVE,O,"{""position"": ""1,0""}"
51238,MOVE,X,"{""position"": ""0,0""}"
51239,MOVE,O,"{""position"": ""0,1""}"
51240,MOVE,X,"{""position"": ""2,1""}"
51241,MOVE,O,"{""position"": ""2,2""}"
51242,MOVE,X,"{""position"": ""1,2""}"
51243,MOVE,O,"{""position"": ""1,1""}"
51244,MOVE,X,"{""position"": ""2,0""}"
51245,GAME_END,system,"{""result"": ""draw""}"
51246,GAME_START,system,{}
51247,MOVE,X,"{""position"": ""0,1""}"
51248,MOVE,O,"{""position"": ""1,1""}"
51249,MOVE,X,"{""position"": ""2,2""}"
51250,MOVE,O,"{""position"": ""2,1""}"
51251,MOVE,X,"{""position"": ""1,0""}"
51252,MOVE,O,"{""position"": ""0,0""}"
51253,MOVE,X,"{""position"": ""0,2""}"
51254,MOVE,O,"{""position"": ""2,0""}"
51255,MOVE,X,"{""position"": ""1,2""}"
51256,GAME_END,system,"{""result"": ""X""}"
51257,GAME_START,system,{}
51258,MOVE,X,"{""position"": ""0,1""}"
51259,MOVE,O,"{""position"": ""1,2""}"
51260,MOVE,X,"{""position"": ""1,1""}"
51261,MOVE,O,"{""position"": ""1,0""}"
51262,MOVE,X,"{""position"": ""2,0""}"
51263,MOVE,O,"{""position"": ""2,1""}"
51264,MOVE,X,"{""position"": ""0,2""}"
51265,GAME_END,system,"{""result"": ""X""}"
51266,GAME_START,system,{}
51267,MOVE,X,"{""position"": ""2,2""}"
51268,MOVE,O,"{""position"": ""0,2""}"
51269,MOVE,X,"{""position"": ""1,0""}"
51270,MOVE,O,"{""position"": ""2,0""}"
51271,MOVE,X,"{""position"": ""0,0""}"
51272,MOVE,O,"{""position"": ""0,1""}"
51273,MOVE,X,"{""position"": ""1,2""}"
51274,MOVE,O,"{""position"": ""1,1""}"
51275,GAME_END,system,"{""result"": ""O""}"
51276,GAME_START,system,{}
51277,MOVE,X,"{""position"": ""2,1""}"
51278,MOVE,O,"{""position"": ""1,2""}"
51279,MOVE,X,"{""position"": ""0,2""}"
51280,MOVE,O,"{""position"": ""0,1""}"
51281,MOVE,X,"{""position"": ""2,2""}"
51282,MOVE,O,"{""position"": ""2,0""}"
51283,MOVE,X,"{""position"": ""1,1""}"
51284,MOVE,O,"{""position"": ""0,0""}"
51285,MOVE,X,"{""position"": ""1,0""}"
51286,GAME_END,system,"{""result"": ""draw""}"
51287,GAME_START,system,{}
51288,MOVE,X,"{""position"": ""2,2""}"
51289,MOVE,O,"{""position"": ""0,1""}"
51290,MOVE,X,"{""position"": ""1,2""}"
51291,MOVE,O,"{""position"": ""2,0""}"
51292,MOVE,X,"{""position"": ""2,1""}"
51293,MOVE,O,"{""position"": ""0,2""}"
51294,MOVE,X,"{""position"": ""1,0""}"
51295,MOVE,O,"{""position"": ""0,0""}"
51296,GAME_END,system,"{""result"": ""O""}"
51297,GAME_START,system,{}
51298,MOVE,X,"{""position"": ""0,1""}"
51299,MOVE,O,"{""position"": ""2,2""}"
51300,MOVE,X,"{""position"": ""0,0""}"
51301,MOVE,O,"{""position"": ""1,2""}"
51302,MOVE,X,"{""position"": ""1,1""}"
51303,MOVE,O,"{""position"": ""2,1""}"
51304,MOVE,X,"{""position"": ""2,0""}"
51305,MOVE,O,"{""position"": ""1,0""}"
51306,MOVE,X,"{""position"": ""0,2""}"
51307,GAME_END,system,"{""result"": ""X""}"
51308,GAME_START,system,{}
51309,MOVE,X,"{""position"": ""0,0""}"
51310,MOVE,O,"{""position"": ""2,1""}"
51311,MOVE,X,"{""position"": ""2,0""}"
51312,MOVE,O,"{""position"": ""1,2""}"
51313,MOVE,X,"{""position"": ""1,1""}"
51314,MOVE,O,"{""position"": ""0,2""}"
51315,MOVE,X,"{""position"": ""0,1""}"
51316,MOVE,O,"{""position"": ""2,2""}"
51317,GAME_END,system,"{""result"": ""O""}"
51318,GAME_START,system,{}
51319,MOVE,X,"{""position"": ""0,1""}"
51320,MOVE,O,"{""position"": ""1,0""}"
51321,MOVE,X,"{""position"": ""2,2""}"
51322,MOVE,O,"{""position"": ""1,1""}"
51323,MOVE,X,"{""position"": ""0,2""}"
51324,MOVE,O,"{""position"": ""2,0""}"
51325,MOVE,X,"{""position"": ""0,0""}"
51326,GAME_END,system,"{""result"": ""X""}"
51327,GAME_START,system,{}
51328,MOVE,X,"{""position"": ""1,1""}"
51329,MOVE,O,"{""position"": ""0,0""}"
51330,MOVE,X,"{""position"": ""2,2""}"
51331,MOVE,O,"{""position"": ""2,1""}"
51332,MOVE,X,"{""position"": ""1,0""}"
51333,MOVE,O,"{""position"": ""1,2""}"
51334,MOVE,X,"{""position"": ""0,2""}"
51335,MOVE,O,"{""position"": ""2,0""}"
51336,MOVE,X,"{""position"": ""0,1""}"
51337,GAME_END,system,"{""result"": ""draw""}"
51338,GAME_START,system,{}
51339,MOVE,X,"{""position"": ""0,2""}"
51340,MOVE,O,"{""position"": ""2,2""}"
51341,MOVE,X,"{""position"": ""2,0""}"
51342,MOVE,O,"{""position"": ""1,2""}"
51343,MOVE,X,"{""position"": ""1,1""}"
51344,GAME_END,system,"{""result"": ""X""}"
51345,GAME_START,system,{}
51346,MOVE,X,"{""position"": ""2,0""}"
51347,MOVE,O,"{""position"": ""1,0""}"
51348,MOVE,X,"{""position"": ""0,2""}"
51349,MOVE,O,"{""position"": ""0,0""}"
51350,MOVE,X,"{""position"": ""2,2""}"
51351,MOVE,O,"{""position"": ""1,1""}"
51352,MOVE,X,"{""position"": ""2,1""}"
51353,GAME_END,system,"{""result"": ""X""}"
51354,GAME_START,system,{}
51355,MOVE,X,"{""position"": ""2,1""}"
51356,MOVE,O,"{""position"": ""0,1""}"
51357,MOVE,X,"{""position"": ""2,2""}"
51358,MOVE,O,"{""position"": ""1,0""}"
51359,MOVE,X,"{""position"": ""1,2""}"
51360,MOVE,O,"{""position"": ""2,0""}"
51361,MOVE,X,"{""position"": ""0,0""}"
51362,MOVE,O,"{""position"": ""0,2""}"
51363,MOVE,X,"{""position"": ""1,1""}"
51364,GAME_END,system,"{""result"": ""X""}"
51365,GAME_START,system,{}
51366,MOVE,X,"{""position"": ""2,0""}"
51367,MOVE,O,"{""position"": ""1,1""}"
51368,MOVE,X,"{""position"": ""0,0""}"
51369,MOVE,O,"{""position"": ""1,2""}"
51370,MOVE,X,"{""position"": ""1,0""}"
51371,GAME_END,system,"{""result"": ""X""}"
51372,GAME_START,system,{}
51373,MOVE,X,"{""position"": ""2,1""}"
51374,MOVE,O,"{""position"": ""2,0""}"
51375,MOVE,X,"{""position"": ""0,1""}"
51376,MOVE,O,"{""position"": ""1,0""}"
51377,MOVE,X,"{""position"": ""0,2""}"
51378,MOVE,O,"{""position"": ""2,2""}"
51379,MOVE,X,"{""position"": ""0,0""}"
51380,GAME_END,system,"{""result"": ""X""}"
51381,GAME_START,system,{}
51382,MOVE,X,"{""position"": ""1,1""}"
51383,MOVE,O,"{""position"": ""2,1""}"
51384,MOVE,X,"{""position"": ""0,2""}"
51385,MOVE,O,"{""position"": ""2,0""}"
51386,MOVE,X,"{""position"": ""1,2""}"
51387,MOVE,O,"{""position"": ""2,2""}"
51388,GAME_END,system,"{""result"": ""O""}"
51389,GAME_START,system,{}
51390,MOVE,X,"{""position"": ""1,0""}"
51391,MOVE,O,"{""position"": ""1,1""}"
51392,MOVE,X,"{""position"": ""0,2""}"
51393,MOVE,O,"{""position"": ""2,2""}"
51394,MOVE,X,"{""position"": ""0,1""}"
51395,MOVE,O,"{""position"": ""0,0""}"
51396,GAME_END,system,"{""result"": ""O""}"
51397,GAME_START,system,{}
51398,MOVE,X,"{""position"": ""1,0""}"
51399,MOVE,O,"{""position"": ""2,2""}"
51400,MOVE,X,"{""position"": ""0,1""}"
51401,MOVE,O,"{""position"": ""0,0""}"
51402,MOVE,X,"{""position"": ""1,2""}"
51403,MOVE,O,"{""position"": ""2,0""}"
51404,MOVE,X,"{""position"": ""1,1""}"
51405,GAME_END,system,"{""result"": ""X""}"
51406,GAME_START,system,{}
51407,MOVE,X,"{""position"": ""2,0""}"
51408,MOVE,O,"{""position"": ""2,2""}"
51409,MOVE,X,"{""position"": ""0,1""}"
51410,MOVE,O,"{""position"": ""0,0""}"
51411,MOVE,X,"{""position"": ""1,2""}"
51412,MOVE,O,"{""position"": ""1,1""}"
51413,GAME_END,system,"{""result"": ""O""}"
51414,GAME_START,system,{}
51415,MOVE,X,"{""position"": ""1,0""}"
51416,MOVE,O,"{""position"": ""0,0""}"
51417,MOVE,X,"{""position"": ""1,1""}"
51418,MOVE,O,"{""position"": ""0,1""}"
51419,MOVE,X,"{""position"": ""0,2""}"
51420,MOVE,O,"{""position"": ""2,2""}"
51421,MOVE,X,"{""position"": ""2,0""}"
51422,GAME_END,system,"{""result"": ""X""}"
51423,GAME_START,system,{}
51424,MOVE,X,"{""position"": ""1,1""}"
51425,MOVE,O,"{""position"": ""2,2""}"
51426,MOVE,X,"{""position"": ""0,2""}"
51427,MOVE,O,"{""position"": ""1,2""}"
51428,MOVE,X,"{""position"": ""0,1""}"
51429,MOVE,O,"{""position"": ""2,1""}"
51430,MOVE,X,"{""position"": ""1,0""}"
51431,MOVE,O,"{""position"": ""2,0""}"
51432,GAME_END,system,"{""result"": ""O""}"
51433,GAME_START,system,{}
51434,MOVE,X,"{""position"": ""0,1""}"
51435,MOVE,O,"{""position"": ""2,1""}"
51436,MOVE,X,"{""position"": ""2,2""}"
51437,MOVE,O,"{""position"": ""1,0""}"
51438,MOVE,X,"{""position"": ""0,2""}"
51439,MOVE,O,"{""position"": ""2,0""}"
51440,MOVE,X,"{""position"": ""1,2""}"
51441,GAME_END,system,"{""result"": ""X""}"
51442,GAME_START,system,{}
51443,MOVE,X,"{""position"": ""2,2""}"
51444,MOVE,O,"{""position"": ""0,0""}"
51445,MOVE,X,"{""position"": ""1,1""}"
51446,MOVE,O,"{""position"": ""1,2""}"
51447,MOVE,X,"{""position"": ""2,1""}"
51448,MOVE,O,"{""position"": ""2,0""}"
51449,MOVE,X,"{""position"": ""0,2""}"
51450,MOVE,O,"{""position"": ""1,0""}"
51451,GAME_END,system,"{""result"": ""O""}"
51452,GAME_START,system,{}
51453,MOVE,X,"{""position"": ""1,0""}"
51454,MOVE,O,"{""position"": ""0,0""}"
51455,MOVE,X,"{""position"": ""2,1""}"
51456,MOVE,O,"{""position"": ""2,0""}"
51457,MOVE,X,"{""position"": ""1,2""}"
51458,MOVE,O,"{""position"": ""1,1""}"
51459,MOVE,X,"{""position"": ""2,2""}"
51460,MOVE,O,"{""position"": ""0,1""}"
51461,MOVE,X,"{""position"": ""0,2""}"
51462,GAME_END,system,"{""result"": ""X""}"
51463,GAME_START,system,{}
51464,MOVE,X,"{""position"": ""2,1""}"
51465,MOVE,O,"{""position"": ""2,2""}"
51466,MOVE,X,"{""position"": ""1,0""}"
51467,MOVE,O,"{""position"": ""0,0""}"
51468,MOVE,X,"{""position"": ""1,1""}"
51469,MOVE,O,"{""position"": ""1,2""}"
51470,MOVE,X,"{""position"": ""2,0""}"
51471,MOVE,O,"{""position"": ""0,1""}"
51472,MOVE,X,"{""position"": ""0,2""}"
51473,GAME_END,system,"{""result"": ""X""}"
51474,GAME_START,system,{}
51475,MOVE,X,"{""position"": ""1,0""}"
51476,MOVE,O,"{""position"": ""1,1""}"
51477,MOVE,X,"{""position"": ""2,1""}"
51478,MOVE,O,"{""position"": ""0,1""}"
51479,MOVE,X,"{""position"": ""0,0""}"
51480,MOVE,O,"{""position"": ""0,2""}"
51481,MOVE,X,"{""position"": ""2,0""}"
51482,GAME_END,system,"{""result"": ""X""}"
51483,GAME_START,system,{}
51484,MOVE,X,"{""position"": ""2,1""}"
51485,MOVE,O,"{""position"": ""0,0""}"
51486,MOVE,X,"{""position"": ""1,0""}"
51487,MOVE,O,"{""position"": ""2,0""}"
51488,MOVE,X,"{""position"": ""1,1""}"
51489,MOVE,O,"{""position"": ""1,2""}"
51490,MOVE,X,"{""position"": ""0,2""}"
51491,MOVE,O,"{""position"": ""0,1""}"
51492,MOVE,X,"{""position"": ""2,2""}"
51493,GAME_END,system,"{""result"": ""draw""}"
51494,GAME_START,system,{}
51495,MOVE,X,"{""position"": ""2,0""}"
51496,MOVE,O,"{""position"": ""1,0""}"
51497,MOVE,X,"{""position"": ""0,1""}"
51498,MOVE,O,"{""position"": ""2,1""}"
51499,MOVE,X,"{""position"": ""0,2""}"
51500,MOVE,O,"{""position"": ""1,2""}"
51501,MOVE,X,"{""position"": ""0,0""}"
51502,GAME_END,system,"{""result"": ""X""}"
51503,GAME_START,system,{}
51504,MOVE,X,"{""position"": ""1,1""}"
51505,MOVE,O,"{""position"": ""0,1""}"
51506,MOVE,X,"{""position"": ""2,1""}"
51507,MOVE,O,"{""position"": ""2,0""}"
51508,MOVE,X,"{""position"": ""0,0""}"
51509,MOVE,O,"{""position"": ""1,0""}"
51510,MOVE,X,"{""position"": ""0,2""}"
51511,MOVE,O,"{""position"": ""1,2""}"
51512,MOVE,X,"{""position"": ""2,2""}"
51513,GAME_END,system,"{""result"": ""X""}"
51514,GAME_START,system,{}
51515,MOVE,X,"{""position"": ""2,0""}"
51516,MOVE,O,"{""position"": ""2,1""}"
51517,MOVE,X,"{""position"": ""1,0""}"
51518,MOVE,O,"{""position"": ""2,2""}"
51519,MOVE,X,"{""position"": ""0,0""}"
51520,GAME_END,system,"{""result"": ""X""}"
51521,GAME_START,system,{}
51522,MOVE,X,"{""position"": ""0,2""}"
51523,MOVE,O,"{""position"": ""0,0""}"
51524,MOVE,X,"{""position"": ""2,1""}"
51525,MOVE,O,"{""position"": ""0,1""}"
51526,MOVE,X,"{""position"": ""2,0""}"
51527,MOVE,O,"{""position"": ""2,2""}"
51528,MOVE,X,"{""position"": ""1,2""}"
51529,MOVE,O,"{""position"": ""1,0""}"
51530,MOVE,X,"{""position"": ""1,1""}"
51531,GAME_END,system,"{""result"": ""X""}"
51532,GAME_START,system,{}
51533,MOVE,X,"{""position"": ""0,1""}"
51534,MOVE,O,"{""position"": ""2,0""}"
51535,MOVE,X,"{""position"": ""0,2""}"
51536,MOVE,O,"{""position"": ""1,1""}"
51537,MOVE,X,"{""position"": ""1,2""}"
51538,MOVE,O,"{""position"": ""2,2""}"
51539,MOVE,X,"{""position"": ""1,0""}"
51540,MOVE,O,"{""position"": ""0,0""}"
51541,GAME_END,system,"{""result"": ""O""}"
51542,GAME_START,system,{}
51543,MOVE,X,"{""position"": ""1,2""}"
51544,MOVE,O,"{""position"": ""0,2""}"
51545,MOVE,X,"{""position"": ""1,1""}"
51546,MOVE,O,"{""position"": ""2,1""}"
51547,MOVE,X,"{""position"": ""0,0""}"
51548,MOVE,O,"{""position"": ""2,0""}"
51549,MOVE,X,"{""position"": ""1,0""}"
51550,GAME_END,system,"{""result"": ""X""}"
51551,GAME_START,system,{}
51552,MOVE,X,"{""position"": ""1,1""}"
51553,MOVE,O,"{""position"": ""1,2""}"
51554,MOVE,X,"{""position"": ""2,0""}"
51555,MOVE,O,"{""position"": ""1,0""}"
51556,MOVE,X,"{""position"": ""0,2""}"
51557,GAME_END,system,"{""result"": ""X""}"
51558,GAME_START,system,{}
51559,MOVE,X,"{""position"": ""0,0""}"
51560,MOVE,O,"{""position"": ""1,0""}"
51561,MOVE,X,"{""position"": ""1,1""}"
51562,MOVE,O,"{""position"": ""0,1""}"
51563,MOVE,X,"{""position"": ""2,0""}"
51564,MOVE,O,"{""position"": ""0,2""}"
51565,MOVE,X,"{""position"": ""1,2""}"
51566,MOVE,O,"{""position"": ""2,2""}"
51567,MOVE,X,"{""position"": ""2,1""}"
51568,GAME_END,system,"{""result"": ""draw""}"
51569,GAME_START,system,{}
51570,MOVE,X,"{""position"": ""0,0""}"
51571,MOVE,O,"{""position"": ""0,1""}"
51572,MOVE,X,"{""position"": ""1,0""}"
51573,MOVE,O,"{""position"": ""0,2""}"
51574,MOVE,X,"{""position"": ""1,2""}"
51575,MOVE,O,"{""position"": ""2,1""}"
51576,MOVE,X,"{""position"": ""1,1""}"
51577,GAME_END,system,"{""result"": ""X""}"
51578,GAME_START,system,{}
51579,MOVE,X,"{""position"": ""2,2""}"
51580,MOVE,O,"{""position"": ""0,2""}"
51581,MOVE,X,"{""position"": ""1,2""}"
51582,MOVE,O,"{""position"": ""2,0""}"
51583,MOVE,X,"{""position"": ""1,0""}"
51584,MOVE,O,"{""position"": ""0,1""}"
51585,MOVE,X,"{""position"": ""1,1""}"
51586,GAME_END,system,"{""result"": ""X""}"
51587,GAME_START,system,{}
51588,MOVE,X,"{""position"": ""2,0""}"
51589,MOVE,O,"{""position"": ""0,0""}"
51590,MOVE,X,"{""position"": ""2,1""}"
51591,MOVE,O,"{""position"": ""1,1""}"
51592,MOVE,X,"{""position"": ""1,0""}"
51593,MOVE,O,"{""position"": ""1,2""}"
51594,MOVE,X,"{""position"": ""2,2""}"
51595,GAME_END,system,"{""result"": ""X""}"
51596,GAME_START,system,{}
51597,MOVE,X,"{""position"": ""0,1""}"
51598,MOVE,O,"{""position"": ""0,0""}"
51599,MOVE,X,"{""position"": ""1,0""}"
51600,MOVE,O,"{""position"": ""1,2""}"
51601,MOVE,X,"{""position"": ""2,1""}"
51602,MOVE,O,"{""position"": ""0,2""}"
51603,MOVE,X,"{""position"": ""1,1""}"
51604,GAME_END,system,"{""result"": ""X""}"
51605,GAME_START,system,{}
51606,MOVE,X,"{""position"": ""1,2""}"
51607,MOVE,O,"{""position"": ""1,0""}"
51608,MOVE,X,"{""position"": ""0,2""}"
51609,MOVE,O,"{""position"": ""1,1""}"
51610,MOVE,X,"{""position"": ""2,1""}"
51611,MOVE,O,"{""position"": ""0,0""}"
51612,MOVE,X,"{""position"": ""2,2""}"
51613,GAME_END,system,"{""result"": ""X""}"
51614,GAME_START,system,{}
51615,MOVE,X,"{""position"": ""1,1""}"
51616,MOVE,O,"{""position"": ""1,0""}"
51617,MOVE,X,"{""position"": ""2,1""}"
51618,MOVE,O,"{""position"": ""2,2""}"
51619,MOVE,X,"{""position"": ""0,1""}"
51620,GAME_END,system,"{""result"": ""X""}"
51621,GAME_START,system,{}
51622,MOVE,X,"{""position"": ""0,2""}"
51623,MOVE,O,"{""position"": ""1,2""}"
51624,MOVE,X,"{""position"": ""2,1""}"
51625,MOVE,O,"{""position"": ""0,0""}"
51626,MOVE,X,"{""position"": ""0,1""}"
51627,MOVE,O,"{""position"": ""1,0""}"
51628,MOVE,X,"{""position"": ""2,2""}"
51629,MOVE,O,"{""position"": ""1,1""}"
51630,GAME_END,system,"{""result"": ""O""}"
51631,GAME_START,system,{}
51632,MOVE,X,"{""position"": ""0,2""}"
51633,MOVE,O,"{""position"": ""0,1""}"
51634,MOVE,X,"{""position"": ""2,0""}"
51635,MOVE,O,"{""position"": ""1,1""}"
51636,MOVE,X,"{""position"": ""1,2""}"
51637,MOVE,O,"{""position"": ""2,2""}"
51638,MOVE,X,"{""position"": ""1,0""}"
51639,MOVE,O,"{""position"": ""0,0""}"
51640,GAME_END,system,"{""result"": ""O""}"
51641,GAME_START,system,{}
51642,MOVE,X,"{""position"": ""0,2""}"
51643,MOVE,O,"{""position"": ""2,2""}"
51644,MOVE,X,"{""position"": ""1,2""}"
51645,MOVE,O,"{""position"": ""1,1""}"
51646,MOVE,X,"{""position"": ""1,0""}"
51647,MOVE,O,"{""position"": ""0,1""}"
51648,MOVE,X,"{""position"": ""0,0""}"
51649,MOVE,O,"{""position"": ""2,1""}"
51650,GAME_END,system,"{""result"": ""O""}"
51651,GAME_START,system,{}
51652,MOVE,X,"{""position"": ""0,0""}"
51653,MOVE,O,"{""position"": ""1,0""}"
51654,MOVE,X,"{""position"": ""0,2""}"
51655,MOVE,O,"{""position"": ""2,0""}"
51656,MOVE,X,"{""position"": ""2,1""}"
51657,MOVE,O,"{""position"": ""1,2""}"
51658,MOVE,X,"{""position"": ""1,1""}"
51659,MOVE,O,"{""position"": ""2,2""}"
51660,MOVE,X,"{""position"": ""0,1""}"
51661,GAME_END,system,"{""result"": ""X""}"
51662,GAME_START,system,{}
51663,MOVE,X,"{""position"": ""2,2""}"
51664,MOVE,O,"{""position"": ""0,0""}"
51665,MOVE,X,"{""position"": ""0,1""}"
51666,MOVE,O,"{""position"": ""1,1""}"
51667,MOVE,X,"{""position"": ""2,0""}"
51668,MOVE,O,"{""position"": ""0,2""}"
51669,MOVE,X,"{""position"": ""1,2""}"
51670,MOVE,O,"{""position"": ""2,1""}"
51671,MOVE,X,"{""position"": ""1,0""}"
51672,GAME_END,system,"{""result"": ""draw""}"
51673,GAME_START,system,{}
51674,MOVE,X,"{""position"": ""1,2""}"
51675,MOVE,O,"{""position"": ""0,2""}"
51676,MOVE,X,"{""position"": ""0,0""}"
51677,MOVE,O,"{""position"": ""1,1""}"
51678,MOVE,X,"{""position"": ""1,0""}"
51679,MOVE,O,"{""position"": ""2,2""}"
51680,MOVE,X,"{""position"": ""0,1""}"
51681,MOVE,O,"{""position"": ""2,0""}"
51682,GAME_END,system,"{""result"": ""O""}"
51683,GAME_START,system,{}
51684,MOVE,X,"{""position"": ""0,0""}"
51685,MOVE,O,"{""position"": ""0,2""}"
51686,MOVE,X,"{""position"": ""1,1""}"
51687,MOVE,O,"{""position"": ""0,1""}"
51688,MOVE,X,"{""position"": ""1,2""}"
51689,MOVE,O,"{""position"": ""2,0""}"
51690,MOVE,X,"{""position"": ""2,1""}"
51691,MOVE,O,"{""position"": ""2,2""}"
51692,MOVE,X,"{""position"": ""1,0""}"
51693,GAME_END,system,"{""result"": ""X""}"
51694,GAME_START,system,{}
51695,MOVE,X,"{""position"": ""0,2""}"
51696,MOVE,O,"{""position"": ""1,2""}"
51697,MOVE,X,"{""position"": ""0,0""}"
51698,MOVE,O,"{""position"": ""2,2""}"
51699,MOVE,X,"{""position"": ""1,1""}"
51700,MOVE,O,"{""position"": ""2,1""}"
51701,MOVE,X,"{""position"": ""0,1""}"
51702,GAME_END,system,"{""result"": ""X""}"
51703,GAME_START,system,{}
51704,MOVE,X,"{""position"": ""0,0""}"
51705,MOVE,O,"{""position"": ""1,1""}"
51706,MOVE,X,"{""position"": ""1,2""}"
51707,MOVE,O,"{""position"": ""1,0""}"
51708,MOVE,X,"{""position"": ""0,1""}"
51709,MOVE,O,"{""position"": ""0,2""}"
51710,MOVE,X,"{""position"": ""2,2""}"
51711,MOVE,O,"{""position"": ""2,1""}"
51712,MOVE,X,"{""position"": ""2,0""}"
51713,GAME_END,system,"{""result"": ""draw""}"
51714,GAME_START,system,{}
51715,MOVE,X,"{""position"": ""1,1""}"
51716,MOVE,O,"{""position"": ""2,1""}"
51717,MOVE,X,"{""position"": ""2,2""}"
51718,MOVE,O,"{""position"": ""0,0""}"
51719,MOVE,X,"{""position"": ""0,1""}"
51720,MOVE,O,"{""position"": ""1,2""}"
51721,MOVE,X,"{""position"": ""2,0""}"
51722,MOVE,O,"{""position"": ""0,2""}"
51723,MOVE,X,"{""position"": ""1,0""}"
51724,GAME_END,system,"{""result"": ""draw""}"
51725,GAME_START,system,{}
51726,MOVE,X,"{""position"": ""2,0""}"
51727,MOVE,O,"{""position"": ""0,0""}"
51728,MOVE,X,"{""position"": ""1,2""}"
51729,MOVE,O,"{""position"": ""1,0""}"
51730,MOVE,X,"{""position"": ""0,1""}"
51731,MOVE,O,"{""position"": ""2,1""}"
51732,MOVE,X,"{""position"": ""2,2""}"
51733,MOVE,O,"{""position"": ""1,1""}"
51734,MOVE,X,"{""position"": ""0,2""}"
51735,GAME_END,system,"{""result"": ""X""}"
51736,GAME_START,system,{}
51737,MOVE,X,"{""position"": ""2,2""}"
51738,MOVE,O,"{""position"": ""0,0""}"
51739,MOVE,X,"{""position"": ""0,1""}"
51740,MOVE,O,"{""position"": ""1,0""}"
51741,MOVE,X,"{""position"": ""1,1""}"
51742,MOVE,O,"{""position"": ""2,0""}"
51743,GAME_END,system,"{""result"": ""O""}"
51744,GAME_START,system,{}
51745,MOVE,X,"{""position"": ""2,0""}"
51746,MOVE,O,"{""position"": ""0,2""}"
51747,MOVE,X,"{""position"": ""2,2""}"
51748,MOVE,O,"{""position"": ""0,0""}"
