cycle,event_type,agent_id,context
4363,MOVE,X,"{""position"": ""0,2"", ""board"": ""XOXXOX--O""}"
4364,MOVE,O,"{""position"": ""2,0"", ""board"": ""XOXXOXO-O""}"
4365,MOVE,X,"{""position"": ""2,1"", ""board"": ""XOXXOXOXO""}"
4366,GAME_END,system,"{""result"": ""draw"", ""final_board"": ""XOXXOXOXO""}"
4367,GAME_START,system,{}
4368,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
4369,MOVE,O,"{""position"": ""2,2"", ""board"": ""---X----O""}"
4370,MOVE,X,"{""position"": ""0,2"", ""board"": ""--XX----O""}"
4371,MOVE,O,"{""position"": ""2,0"", ""board"": ""--XX--O-O""}"
4372,MOVE,X,"{""position"": ""1,1"", ""board"": ""--XXX-O-O""}"
4373,MOVE,O,"{""position"": ""0,1"", ""board"": ""-OXXX-O-O""}"
4374,MOVE,X,"{""position"": ""2,1"", ""board"": ""-OXXX-OXO""}"
4375,MOVE,O,"{""position"": ""1,2"", ""board"": ""-OXXXOOXO""}"
4376,MOVE,X,"{""position"": ""0,0"", ""board"": ""XOXXXOOXO""}"
4377,GAME_END,system,"{""result"": ""draw"", ""final_board"": ""XOXXXOOXO""}"
4378,GAME_START,system,{}
4379,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
4380,MOVE,O,"{""position"": ""1,2"", ""board"": ""-----O--X""}"
4381,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-O--X""}"
4382,MOVE,O,"{""position"": ""2,1"", ""board"": ""---X-O-OX""}"
4383,MOVE,X,"{""position"": ""0,2"", ""board"": ""--XX-O-OX""}"
4384,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-XX-O-OX""}"
4385,MOVE,X,"{""position"": ""2,0"", ""board"": ""O-XX-OXOX""}"
4386,MOVE,O,"{""position"": ""1,1"", ""board"": ""O-XXOOXOX""}"
4387,MOVE,X,"{""position"": ""0,1"", ""board"": ""OXXXOOXOX""}"
4388,GAME_END,system,"{""result"": ""draw"", ""final_board"": ""OXXXOOXOX""}"
4389,GAME_START,system,{}
4390,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-------""}"
4391,MOVE,O,"{""position"": ""0,2"", ""board"": ""-XO------""}"
4392,MOVE,X,"{""position"": ""1,2"", ""board"": ""-XO--X---""}"
4393,MOVE,O,"{""position"": ""2,2"", ""board"": ""-XO--X--O""}"
4394,MOVE,X,"{""position"": ""2,0"", ""board"": ""-XO--XX-O""}"
4395,MOVE,O,"{""position"": ""0,0"", ""board"": ""OXO--XX-O""}"
4396,MOVE,X,"{""position"": ""1,1"", ""board"": ""OXO-XXX-O""}"
4397,MOVE,O,"{""position"": ""1,0"", ""board"": ""OXOOXXX-O""}"
4398,MOVE,X,"{""position"": ""2,1"", ""board"": ""OXOOXXXXO""}"
4399,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OXOOXXXXO""}"
4400,GAME_START,system,{}
4401,MOVE,X,"{""position"": ""1,2"", ""board"": ""-----X---""}"
4402,MOVE,O,"{""position"": ""2,2"", ""board"": ""-----X--O""}"
4403,MOVE,X,"{""position"": ""2,0"", ""board"": ""-----XX-O""}"
4404,MOVE,O,"{""position"": ""1,0"", ""board"": ""---O-XX-O""}"
4405,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-O-XX-O""}"
4406,MOVE,O,"{""position"": ""0,0"", ""board"": ""OX-O-XX-O""}"
4407,MOVE,X,"{""position"": ""0,2"", ""board"": ""OXXO-XX-O""}"
4408,MOVE,O,"{""position"": ""2,1"", ""board"": ""OXXO-XXOO""}"
4409,MOVE,X,"{""position"": ""1,1"", ""board"": ""OXXOXXXOO""}"
4410,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OXXOXXXOO""}"
4411,GAME_START,system,{}
4412,MOVE,X,"{""position"": ""2,1"", ""board"": ""-------X-""}"
4413,MOVE,O,"{""position"": ""2,2"", ""board"": ""-------XO""}"
4414,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-----XO""}"
4415,MOVE,O,"{""position"": ""1,2"", ""board"": ""-X---O-XO""}"
4416,MOVE,X,"{""position"": ""1,0"", ""board"": ""-X-X-O-XO""}"
4417,MOVE,O,"{""position"": ""0,2"", ""board"": ""-XOX-O-XO""}"
4418,GAME_END,system,"{""result"": ""O"", ""final_board"": ""-XOX-O-XO""}"
4419,GAME_START,system,{}
4420,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
4421,MOVE,O,"{""position"": ""2,0"", ""board"": ""------O-X""}"
4422,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X--O-X""}"
4423,MOVE,O,"{""position"": ""0,0"", ""board"": ""O--X--O-X""}"
4424,MOVE,X,"{""position"": ""2,1"", ""board"": ""O--X--OXX""}"
4425,MOVE,O,"{""position"": ""1,2"", ""board"": ""O--X-OOXX""}"
4426,MOVE,X,"{""position"": ""1,1"", ""board"": ""O--XXOOXX""}"
4427,MOVE,O,"{""position"": ""0,2"", ""board"": ""O-OXXOOXX""}"
4428,MOVE,X,"{""position"": ""0,1"", ""board"": ""OXOXXOOXX""}"
4429,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OXOXXOOXX""}"
4430,GAME_START,system,{}
4431,MOVE,X,"{""position"": ""2,0"", ""board"": ""------X--""}"
4432,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-----X--""}"
4433,MOVE,X,"{""position"": ""0,1"", ""board"": ""OX----X--""}"
4434,MOVE,O,"{""position"": ""1,1"", ""board"": ""OX--O-X--""}"
4435,MOVE,X,"{""position"": ""0,2"", ""board"": ""OXX-O-X--""}"
4436,MOVE,O,"{""position"": ""1,2"", ""board"": ""OXX-OOX--""}"
4437,MOVE,X,"{""position"": ""2,2"", ""board"": ""OXX-OOX-X""}"
4438,MOVE,O,"{""position"": ""1,0"", ""board"": ""OXXOOOX-X""}"
4439,GAME_END,system,"{""result"": ""O"", ""final_board"": ""OXXOOOX-X""}"
4440,GAME_START,system,{}
4441,MOVE,X,"{""position"": ""2,0"", ""board"": ""------X--""}"
4442,MOVE,O,"{""position"": ""1,1"", ""board"": ""----O-X--""}"
4443,MOVE,X,"{""position"": ""0,2"", ""board"": ""--X-O-X--""}"
4444,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-X-O-X--""}"
4445,MOVE,X,"{""position"": ""2,1"", ""board"": ""O-X-O-XX-""}"
4446,MOVE,O,"{""position"": ""1,0"", ""board"": ""O-XOO-XX-""}"
4447,MOVE,X,"{""position"": ""0,1"", ""board"": ""OXXOO-XX-""}"
4448,MOVE,O,"{""position"": ""2,2"", ""board"": ""OXXOO-XXO""}"
4449,GAME_END,system,"{""result"": ""O"", ""final_board"": ""OXXOO-XXO""}"
4450,GAME_START,system,{}
4451,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
4452,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-------X""}"
4453,MOVE,X,"{""position"": ""1,1"", ""board"": ""O---X---X""}"
4454,MOVE,O,"{""position"": ""1,2"", ""board"": ""O---XO--X""}"
4455,MOVE,X,"{""position"": ""0,1"", ""board"": ""OX--XO--X""}"
4456,MOVE,O,"{""position"": ""2,0"", ""board"": ""OX--XOO-X""}"
4457,MOVE,X,"{""position"": ""1,0"", ""board"": ""OX-XXOO-X""}"
4458,MOVE,O,"{""position"": ""2,1"", ""board"": ""OX-XXOOOX""}"
4459,MOVE,X,"{""position"": ""0,2"", ""board"": ""OXXXXOOOX""}"
4460,GAME_END,system,"{""result"": ""draw"", ""final_board"": ""OXXXXOOOX""}"
4461,GAME_START,system,{}
4462,MOVE,X,"{""position"": ""0,2"", ""board"": ""--X------""}"
4463,MOVE,O,"{""position"": ""1,0"", ""board"": ""--XO-----""}"
4464,MOVE,X,"{""position"": ""2,1"", ""board"": ""--XO---X-""}"
4465,MOVE,O,"{""position"": ""2,0"", ""board"": ""--XO--OX-""}"
4466,MOVE,X,"{""position"": ""2,2"", ""board"": ""--XO--OXX""}"
4467,MOVE,O,"{""position"": ""0,1"", ""board"": ""-OXO--OXX""}"
4468,MOVE,X,"{""position"": ""1,1"", ""board"": ""-OXOX-OXX""}"
4469,MOVE,O,"{""position"": ""0,0"", ""board"": ""OOXOX-OXX""}"
4470,GAME_END,system,"{""result"": ""O"", ""final_board"": ""OOXOX-OXX""}"
4471,GAME_START,system,{}
4472,MOVE,X,"{""position"": ""2,1"", ""board"": ""-------X-""}"
4473,MOVE,O,"{""position"": ""1,2"", ""board"": ""-----O-X-""}"
4474,MOVE,X,"{""position"": ""0,0"", ""board"": ""X----O-X-""}"
4475,MOVE,O,"{""position"": ""1,0"", ""board"": ""X--O-O-X-""}"
4476,MOVE,X,"{""position"": ""0,1"", ""board"": ""XX-O-O-X-""}"
4477,MOVE,O,"{""position"": ""2,2"", ""board"": ""XX-O-O-XO""}"
4478,MOVE,X,"{""position"": ""1,1"", ""board"": ""XX-OXO-XO""}"
4479,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XX-OXO-XO""}"
4480,GAME_START,system,{}
4481,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-------""}"
4482,MOVE,O,"{""position"": ""0,0"", ""board"": ""OX-------""}"
4483,MOVE,X,"{""position"": ""2,1"", ""board"": ""OX-----X-""}"
4484,MOVE,O,"{""position"": ""1,2"", ""board"": ""OX---O-X-""}"
4485,MOVE,X,"{""position"": ""2,2"", ""board"": ""OX---O-XX""}"
4486,MOVE,O,"{""position"": ""1,0"", ""board"": ""OX-O-O-XX""}"
4487,MOVE,X,"{""position"": ""2,0"", ""board"": ""OX-O-OXXX""}"
4488,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OX-O-OXXX""}"
4489,GAME_START,system,{}
4490,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
4491,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-------X""}"
4492,MOVE,X,"{""position"": ""1,2"", ""board"": ""O----X--X""}"
4493,MOVE,O,"{""position"": ""1,1"", ""board"": ""O---OX--X""}"
4494,MOVE,X,"{""position"": ""2,1"", ""board"": ""O---OX-XX""}"
4495,MOVE,O,"{""position"": ""1,0"", ""board"": ""O--OOX-XX""}"
4496,MOVE,X,"{""position"": ""0,2"", ""board"": ""O-XOOX-XX""}"
4497,GAME_END,system,"{""result"": ""X"", ""final_board"": ""O-XOOX-XX""}"
4498,GAME_START,system,{}
4499,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--------""}"
4500,MOVE,O,"{""position"": ""1,2"", ""board"": ""X----O---""}"
4501,MOVE,X,"{""position"": ""0,2"", ""board"": ""X-X--O---""}"
4502,MOVE,O,"{""position"": ""2,1"", ""board"": ""X-X--O-O-""}"
4503,MOVE,X,"{""position"": ""1,1"", ""board"": ""X-X-XO-O-""}"
4504,MOVE,O,"{""position"": ""0,1"", ""board"": ""XOX-XO-O-""}"
4505,MOVE,X,"{""position"": ""1,0"", ""board"": ""XOXXXO-O-""}"
4506,MOVE,O,"{""position"": ""2,0"", ""board"": ""XOXXXOOO-""}"
4507,MOVE,X,"{""position"": ""2,2"", ""board"": ""XOXXXOOOX""}"
4508,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XOXXXOOOX""}"
4509,GAME_START,system,{}
4510,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
4511,MOVE,O,"{""position"": ""2,2"", ""board"": ""---X----O""}"
4512,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--X----O""}"
4513,MOVE,O,"{""position"": ""0,1"", ""board"": ""XO-X----O""}"
4514,MOVE,X,"{""position"": ""1,2"", ""board"": ""XO-X-X--O""}"
4515,MOVE,O,"{""position"": ""2,0"", ""board"": ""XO-X-XO-O""}"
4516,MOVE,X,"{""position"": ""1,1"", ""board"": ""XO-XXXO-O""}"
4517,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XO-XXXO-O""}"
4518,GAME_START,system,{}
4519,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
4520,MOVE,O,"{""position"": ""2,0"", ""board"": ""------O-X""}"
4521,MOVE,X,"{""position"": ""0,2"", ""board"": ""--X---O-X""}"
4522,MOVE,O,"{""position"": ""1,0"", ""board"": ""--XO--O-X""}"
4523,MOVE,X,"{""position"": ""1,1"", ""board"": ""--XOX-O-X""}"
4524,MOVE,O,"{""position"": ""0,1"", ""board"": ""-OXOX-O-X""}"
4525,MOVE,X,"{""position"": ""1,2"", ""board"": ""-OXOXXO-X""}"
4526,GAME_END,system,"{""result"": ""X"", ""final_board"": ""-OXOXXO-X""}"
4527,GAME_START,system,{}
4528,MOVE,X,"{""position"": ""1,2"", ""board"": ""-----X---""}"
4529,MOVE,O,"{""position"": ""0,2"", ""board"": ""--O--X---""}"
4530,MOVE,X,"{""position"": ""0,0"", ""board"": ""X-O--X---""}"
4531,MOVE,O,"{""position"": ""2,2"", ""board"": ""X-O--X--O""}"
4532,MOVE,X,"{""position"": ""1,0"", ""board"": ""X-OX-X--O""}"
4533,MOVE,O,"{""position"": ""0,1"", ""board"": ""XOOX-X--O""}"
4534,MOVE,X,"{""position"": ""2,0"", ""board"": ""XOOX-XX-O""}"
4535,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XOOX-XX-O""}"
4536,GAME_START,system,{}
4537,MOVE,X,"{""position"": ""0,2"", ""board"": ""--X------""}"
4538,MOVE,O,"{""position"": ""1,0"", ""board"": ""--XO-----""}"
4539,MOVE,X,"{""position"": ""0,1"", ""board"": ""-XXO-----""}"
4540,MOVE,O,"{""position"": ""1,2"", ""board"": ""-XXO-O---""}"
4541,MOVE,X,"{""position"": ""1,1"", ""board"": ""-XXOXO---""}"
4542,MOVE,O,"{""position"": ""0,0"", ""board"": ""OXXOXO---""}"
4543,MOVE,X,"{""position"": ""2,0"", ""board"": ""OXXOXOX--""}"
4544,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OXXOXOX--""}"
4545,GAME_START,system,{}
4546,MOVE,X,"{""position"": ""0,2"", ""board"": ""--X------""}"
4547,MOVE,O,"{""position"": ""2,2"", ""board"": ""--X-----O""}"
4548,MOVE,X,"{""position"": ""1,1"", ""board"": ""--X-X---O""}"
4549,MOVE,O,"{""position"": ""2,1"", ""board"": ""--X-X--OO""}"
4550,MOVE,X,"{""position"": ""1,2"", ""board"": ""--X-XX-OO""}"
4551,MOVE,O,"{""position"": ""1,0"", ""board"": ""--XOXX-OO""}"
4552,MOVE,X,"{""position"": ""2,0"", ""board"": ""--XOXXXOO""}"
4553,GAME_END,system,"{""result"": ""X"", ""final_board"": ""--XOXXXOO""}"
4554,GAME_START,system,{}
4555,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
4556,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O------X""}"
4557,MOVE,X,"{""position"": ""0,2"", ""board"": ""-OX-----X""}"
4558,MOVE,O,"{""position"": ""2,1"", ""board"": ""-OX----OX""}"
4559,MOVE,X,"{""position"": ""2,0"", ""board"": ""-OX---XOX""}"
4560,MOVE,O,"{""position"": ""1,2"", ""board"": ""-OX--OXOX""}"
4561,MOVE,X,"{""position"": ""1,0"", ""board"": ""-OXX-OXOX""}"
4562,MOVE,O,"{""position"": ""1,1"", ""board"": ""-OXXOOXOX""}"
4563,GAME_END,system,"{""result"": ""O"", ""final_board"": ""-OXXOOXOX""}"
4564,GAME_START,system,{}
4565,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
4566,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-------X""}"
4567,MOVE,X,"{""position"": ""1,2"", ""board"": ""O----X--X""}"
4568,MOVE,O,"{""position"": ""0,2"", ""board"": ""O-O--X--X""}"
4569,MOVE,X,"{""position"": ""1,1"", ""board"": ""O-O-XX--X""}"
4570,MOVE,O,"{""position"": ""2,0"", ""board"": ""O-O-XXO-X""}"
4571,MOVE,X,"{""position"": ""2,1"", ""board"": ""O-O-XXOXX""}"
4572,MOVE,O,"{""position"": ""0,1"", ""board"": ""OOO-XXOXX""}"
4573,GAME_END,system,"{""result"": ""O"", ""final_board"": ""OOO-XXOXX""}"
4574,GAME_START,system,{}
4575,MOVE,X,"{""position"": ""2,0"", ""board"": ""------X--""}"
4576,MOVE,O,"{""position"": ""1,1"", ""board"": ""----O-X--""}"
4577,MOVE,X,"{""position"": ""0,2"", ""board"": ""--X-O-X--""}"
4578,MOVE,O,"{""position"": ""1,0"", ""board"": ""--XOO-X--""}"
4579,MOVE,X,"{""position"": ""1,2"", ""board"": ""--XOOXX--""}"
4580,MOVE,O,"{""position"": ""2,1"", ""board"": ""--XOOXXO-""}"
4581,MOVE,X,"{""position"": ""0,1"", ""board"": ""-XXOOXXO-""}"
4582,MOVE,O,"{""position"": ""0,0"", ""board"": ""OXXOOXXO-""}"
4583,MOVE,X,"{""position"": ""2,2"", ""board"": ""OXXOOXXOX""}"
4584,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OXXOOXXOX""}"
4585,GAME_START,system,{}
4586,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
4587,MOVE,O,"{""position"": ""1,0"", ""board"": ""---O----X""}"
4588,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--O----X""}"
4589,MOVE,O,"{""position"": ""2,0"", ""board"": ""X--O--O-X""}"
4590,MOVE,X,"{""position"": ""1,2"", ""board"": ""X--O-XO-X""}"
4591,MOVE,O,"{""position"": ""2,1"", ""board"": ""X--O-XOOX""}"
4592,MOVE,X,"{""position"": ""1,1"", ""board"": ""X--OXXOOX""}"
4593,GAME_END,system,"{""result"": ""X"", ""final_board"": ""X--OXXOOX""}"
4594,GAME_START,system,{}
4595,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
4596,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O-X-----""}"
4597,MOVE,X,"{""position"": ""2,0"", ""board"": ""-O-X--X--""}"
4598,MOVE,O,"{""position"": ""0,2"", ""board"": ""-OOX--X--""}"
4599,MOVE,X,"{""position"": ""1,2"", ""board"": ""-OOX-XX--""}"
4600,MOVE,O,"{""position"": ""1,1"", ""board"": ""-OOXOXX--""}"
4601,MOVE,X,"{""position"": ""2,1"", ""board"": ""-OOXOXXX-""}"
4602,MOVE,O,"{""position"": ""0,0"", ""board"": ""OOOXOXXX-""}"
4603,GAME_END,system,"{""result"": ""O"", ""final_board"": ""OOOXOXXX-""}"
4604,GAME_START,system,{}
4605,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--------""}"
4606,MOVE,O,"{""position"": ""2,0"", ""board"": ""X-----O--""}"
4607,MOVE,X,"{""position"": ""1,0"", ""board"": ""X--X--O--""}"
4608,MOVE,O,"{""position"": ""1,1"", ""board"": ""X--XO-O--""}"
4609,MOVE,X,"{""position"": ""2,1"", ""board"": ""X--XO-OX-""}"
4610,MOVE,O,"{""position"": ""0,1"", ""board"": ""XO-XO-OX-""}"
4611,MOVE,X,"{""position"": ""0,2"", ""board"": ""XOXXO-OX-""}"
4612,MOVE,O,"{""position"": ""1,2"", ""board"": ""XOXXOOOX-""}"
4613,MOVE,X,"{""position"": ""2,2"", ""board"": ""XOXXOOOXX""}"
4614,GAME_END,system,"{""result"": ""draw"", ""final_board"": ""XOXXOOOXX""}"
4615,GAME_START,system,{}
4616,MOVE,X,"{""position"": ""2,1"", ""board"": ""-------X-""}"
4617,MOVE,O,"{""position"": ""2,2"", ""board"": ""-------XO""}"
4618,MOVE,X,"{""position"": ""0,1"", ""board"": ""-X-----XO""}"
4619,MOVE,O,"{""position"": ""1,2"", ""board"": ""-X---O-XO""}"
4620,MOVE,X,"{""position"": ""1,1"", ""board"": ""-X--XO-XO""}"
4621,GAME_END,system,"{""result"": ""X"", ""final_board"": ""-X--XO-XO""}"
4622,GAME_START,system,{}
4623,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
4624,MOVE,O,"{""position"": ""2,1"", ""board"": ""-------OX""}"
4625,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X---OX""}"
4626,MOVE,O,"{""position"": ""0,2"", ""board"": ""--OX---OX""}"
4627,MOVE,X,"{""position"": ""2,0"", ""board"": ""--OX--XOX""}"
4628,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-OX--XOX""}"
4629,MOVE,X,"{""position"": ""0,1"", ""board"": ""OXOX--XOX""}"
4630,MOVE,O,"{""position"": ""1,1"", ""board"": ""OXOXO-XOX""}"
4631,MOVE,X,"{""position"": ""1,2"", ""board"": ""OXOXOXXOX""}"
4632,GAME_END,system,"{""result"": ""draw"", ""final_board"": ""OXOXOXXOX""}"
4633,GAME_START,system,{}
4634,MOVE,X,"{""position"": ""2,1"", ""board"": ""-------X-""}"
4635,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O-----X-""}"
4636,MOVE,X,"{""position"": ""2,2"", ""board"": ""-O-----XX""}"
4637,MOVE,O,"{""position"": ""1,1"", ""board"": ""-O--O--XX""}"
4638,MOVE,X,"{""position"": ""0,0"", ""board"": ""XO--O--XX""}"
4639,MOVE,O,"{""position"": ""1,2"", ""board"": ""XO--OO-XX""}"
4640,MOVE,X,"{""position"": ""2,0"", ""board"": ""XO--OOXXX""}"
4641,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XO--OOXXX""}"
4642,GAME_START,system,{}
4643,MOVE,X,"{""position"": ""1,1"", ""board"": ""----X----""}"
4644,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O--X----""}"
4645,MOVE,X,"{""position"": ""2,1"", ""board"": ""-O--X--X-""}"
4646,MOVE,O,"{""position"": ""0,2"", ""board"": ""-OO-X--X-""}"
4647,MOVE,X,"{""position"": ""1,2"", ""board"": ""-OO-XX-X-""}"
4648,MOVE,O,"{""position"": ""2,0"", ""board"": ""-OO-XXOX-""}"
4649,MOVE,X,"{""position"": ""1,0"", ""board"": ""-OOXXXOX-""}"
4650,GAME_END,system,"{""result"": ""X"", ""final_board"": ""-OOXXXOX-""}"
4651,GAME_START,system,{}
4652,MOVE,X,"{""position"": ""2,0"", ""board"": ""------X--""}"
4653,MOVE,O,"{""position"": ""1,0"", ""board"": ""---O--X--""}"
4654,MOVE,X,"{""position"": ""0,0"", ""board"": ""X--O--X--""}"
4655,MOVE,O,"{""position"": ""2,2"", ""board"": ""X--O--X-O""}"
4656,MOVE,X,"{""position"": ""2,1"", ""board"": ""X--O--XXO""}"
4657,MOVE,O,"{""position"": ""0,1"", ""board"": ""XO-O--XXO""}"
4658,MOVE,X,"{""position"": ""0,2"", ""board"": ""XOXO--XXO""}"
4659,MOVE,O,"{""position"": ""1,2"", ""board"": ""XOXO-OXXO""}"
4660,MOVE,X,"{""position"": ""1,1"", ""board"": ""XOXOXOXXO""}"
4661,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XOXOXOXXO""}"
4662,GAME_START,system,{}
4663,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
4664,MOVE,O,"{""position"": ""2,2"", ""board"": ""---X----O""}"
4665,MOVE,X,"{""position"": ""2,0"", ""board"": ""---X--X-O""}"
4666,MOVE,O,"{""position"": ""2,1"", ""board"": ""---X--XOO""}"
4667,MOVE,X,"{""position"": ""0,2"", ""board"": ""--XX--XOO""}"
4668,MOVE,O,"{""position"": ""0,0"", ""board"": ""O-XX--XOO""}"
4669,MOVE,X,"{""position"": ""1,2"", ""board"": ""O-XX-XXOO""}"
4670,MOVE,O,"{""position"": ""0,1"", ""board"": ""OOXX-XXOO""}"
4671,MOVE,X,"{""position"": ""1,1"", ""board"": ""OOXXXXXOO""}"
4672,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OOXXXXXOO""}"
4673,GAME_START,system,{}
4674,MOVE,X,"{""position"": ""2,2"", ""board"": ""--------X""}"
4675,MOVE,O,"{""position"": ""2,0"", ""board"": ""------O-X""}"
4676,MOVE,X,"{""position"": ""1,2"", ""board"": ""-----XO-X""}"
4677,MOVE,O,"{""position"": ""1,0"", ""board"": ""---O-XO-X""}"
4678,MOVE,X,"{""position"": ""1,1"", ""board"": ""---OXXO-X""}"
4679,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O-OXXO-X""}"
4680,MOVE,X,"{""position"": ""0,2"", ""board"": ""-OXOXXO-X""}"
4681,GAME_END,system,"{""result"": ""X"", ""final_board"": ""-OXOXXO-X""}"
4682,GAME_START,system,{}
4683,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
4684,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O-X-----""}"
4685,MOVE,X,"{""position"": ""0,0"", ""board"": ""XO-X-----""}"
4686,MOVE,O,"{""position"": ""1,1"", ""board"": ""XO-XO----""}"
4687,MOVE,X,"{""position"": ""2,0"", ""board"": ""XO-XO-X--""}"
4688,GAME_END,system,"{""result"": ""X"", ""final_board"": ""XO-XO-X--""}"
4689,GAME_START,system,{}
4690,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
4691,MOVE,O,"{""position"": ""0,0"", ""board"": ""O--X-----""}"
4692,MOVE,X,"{""position"": ""1,1"", ""board"": ""O--XX----""}"
4693,MOVE,O,"{""position"": ""0,1"", ""board"": ""OO-XX----""}"
4694,MOVE,X,"{""position"": ""0,2"", ""board"": ""OOXXX----""}"
4695,MOVE,O,"{""position"": ""2,2"", ""board"": ""OOXXX---O""}"
4696,MOVE,X,"{""position"": ""2,0"", ""board"": ""OOXXX-X-O""}"
4697,GAME_END,system,"{""result"": ""X"", ""final_board"": ""OOXXX-X-O""}"
4698,GAME_START,system,{}
4699,MOVE,X,"{""position"": ""1,0"", ""board"": ""---X-----""}"
4700,MOVE,O,"{""position"": ""0,0"", ""board"": ""O--X-----""}"
4701,MOVE,X,"{""position"": ""0,1"", ""board"": ""OX-X-----""}"
4702,MOVE,O,"{""position"": ""1,1"", ""board"": ""OX-XO----""}"
4703,MOVE,X,"{""position"": ""1,2"", ""board"": ""OX-XOX---""}"
4704,MOVE,O,"{""position"": ""2,1"", ""board"": ""OX-XOX-O-""}"
4705,MOVE,X,"{""position"": ""2,0"", ""board"": ""OX-XOXXO-""}"
4706,MOVE,O,"{""position"": ""0,2"", ""board"": ""OXOXOXXO-""}"
4707,MOVE,X,"{""position"": ""2,2"", ""board"": ""OXOXOXXOX""}"
4708,GAME_END,system,"{""result"": ""draw"", ""final_board"": ""OXOXOXXOX""}"
4709,GAME_START,system,{}
4710,MOVE,X,"{""position"": ""1,2"", ""board"": ""-----X---""}"
4711,MOVE,O,"{""position"": ""1,1"", ""board"": ""----OX---""}"
4712,MOVE,X,"{""position"": ""1,0"", ""board"": ""---XOX---""}"
4713,MOVE,O,"{""position"": ""0,1"", ""board"": ""-O-XOX---""}"
4714,MOVE,X,"{""position"": ""2,1"", ""board"": ""-O-XOX-X-""}"
4715,MOVE,O,"{""position"": ""0,2"", ""board"": ""-OOXOX-X-""}"
4716,MOVE,X,"{""position"": ""2,2"", ""board"": ""-OOXOX-XX""}"
4717,MOVE,O,"{""position"": ""0,0"", ""board"": ""OOOXOX-XX""}"
4718,GAME_END,system,"{""result"": ""O"", ""final_board"": ""OOOXOX-XX""}"
4719,GAME_START,system,{}
4720,MOVE,X,"{""position"": ""1,2"", ""board"": ""-----X---""}"
4721,MOVE,O,"{""position"": ""1,1"", ""board"": ""----OX---""}"
4722,MOVE,X,"{""position"": ""0,0"", ""board"": ""X---OX---""}"
4723,MOVE,O,"{""position"": ""1,0"", ""board"": ""X--OOX---""}"
4724,MOVE,X,"{""position"": ""2,0"", ""board"": ""X--OOXX--""}"
4725,MOVE,O,"{""position"": ""0,1"", ""board"": ""XO-OOXX--""}"
4726,MOVE,X,"{""position"": ""2,2"", ""board"": ""XO-OOXX-X""}"
